Pallet: "system", Extrinsic: "set_code_without_checks", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
b,extrinsic_time,storage_root_time
10137,14294,206135
10137,14394,212976
10137,14579,204239
10137,14232,208750
10137,14339,204025
10137,14250,204927
10137,14150,205255
10137,14244,204131
10137,14422,205573
10137,14684,206909
10137,14404,204013
10137,14388,204955
10137,14507,203417
10137,14349,205917
10137,14170,202447
10137,14219,202041
10137,14687,205015
10137,14449,216509
10464,14808,207523
10464,14419,208975
10464,14110,204543
10464,14195,206645
10464,14416,204827
10464,14422,206017
10464,14347,206390
10464,14534,204121
10464,14425,204758
10464,14731,205302
10464,14239,204774
10464,14546,204883
10464,14778,204998
10464,14406,206798
10464,14485,205436
10464,14377,211922
10464,14595,205878
10464,14652,203471
10464,14429,204935
10464,14288,203703
10791,14555,208360
10791,14279,206359
10791,14465,208498
10791,14423,205451
10791,14615,208721
10791,19089,209255
10791,14621,205211
10791,14611,206139
10791,14607,207503
10791,14492,205820
10791,14416,209150
10791,14916,217396
10791,14777,208707
10791,14832,207256
10791,14564,209051
10791,14945,209174
10791,14501,207009
10791,14460,207383
10791,14350,207246
10791,14204,208707
11118,14649,208286
11118,14260,208821
11118,14571,209621
11118,14702,209853
11118,14567,211680
11118,14231,210493
11118,14395,209925
11118,24272,211271
11118,14613,211515
11118,14425,208831
11118,14542,208325
11118,14357,210207
11118,14324,208753
11118,14500,208396
11118,14577,208430
11118,14565,208789
11118,14620,211040
11118,14510,208242
11118,14371,208486
11118,14519,208847
11445,14395,208394
11445,14250,208798
11445,14380,216587
11445,14768,210467
11445,14350,211317
11445,14253,210690
11445,14488,211138
11445,14270,209129
11445,14171,208880
11445,14546,209283
11445,14427,207994
11445,14273,210521
11445,14478,211557
11445,14129,205227
11445,14320,208033
11445,14186,215908
11445,14232,210574
11445,14195,209260
11445,14256,247605
11445,14645,212287
11772,14548,212081
11772,14393,207368
11772,14459,207148
11772,14212,205586
11772,14335,207324
11772,14566,206778
11772,14361,206340
11772,14828,208712
11772,14225,206249
11772,14448,207002
11772,14860,207283
11772,14612,209022
11772,14664,207449
11772,14349,205247
11772,14590,214384
11772,14954,208230
11772,14599,209555
11772,14641,205971
11772,14241,209388
11772,14523,206516
12099,14507,205656
12099,14464,206693
12099,14335,207707
12099,14381,208199
12099,14543,206652
12099,14498,208989
12099,14563,208477
12099,14720,208118
12099,14896,206694
12099,14649,209158
12099,14634,215808
12099,14825,206877
12099,14578,209618
12099,14428,208086
12099,14364,208125
12099,14648,205235
12099,14591,205561
12099,14450,205987
12099,14452,210851
12099,14720,208135
12426,14903,209372
12426,14653,209070
12426,14684,212291
12426,14277,209124
12426,14151,206871
12426,14277,206547
12426,14501,217725
12426,14821,213106
12426,14496,210221
12426,14677,207718
12426,14571,208112
12426,14916,207488
12426,14740,210350
12426,14387,208742
12426,14449,209744
12426,14463,211102
12426,14538,209777
12426,14337,209324
12426,14370,206650
12426,14472,210772
12753,14780,211053
12753,14475,217041
12753,14736,211819
12753,14612,211608
12753,14597,208865
12753,14443,207870
12753,14708,207718
12753,14342,207198
12753,14598,209709
12753,14848,211563
12753,14744,210130
12753,14596,210176
12753,14641,209045
12753,14428,212130
12753,14584,210269
12753,14369,208407
12753,14159,208112
12753,14421,216704
12753,14608,212012
12753,14941,209193
13080,14668,210184
13080,14497,214452
13080,14493,210747
13080,14574,209101
13080,14532,209304
13080,14722,211991
13080,14689,211699
13080,14508,212874
13080,14456,209244
13080,14591,210099
13080,14634,211585
13080,14524,208985
13080,14610,209330
13080,14759,215214
13080,14760,211690
13080,14726,213950
13080,14584,212774
13080,14871,212685
13080,14410,210466
13080,14737,210916
13407,14705,209309
13407,14765,209064
13407,14600,210488
13407,14664,207968
13407,14817,210572
13407,14708,209378
13407,14551,209641
13407,14792,209904
13407,15196,217582
13407,15122,212012
13407,14655,210726
13407,15125,212779
13407,14645,211861
13407,14729,211002
13407,14852,206752
13407,14654,210813
13407,15030,213469
13407,14728,209477
13407,14709,208987
13407,14865,210825
13734,14896,207623
13734,14729,209939
13734,14654,208611
13734,14591,209423
13734,14963,248376
13734,15210,214518
13734,14388,215158
13734,14557,210706
13734,14692,211947
13734,14467,210813
13734,14666,210095
13734,14989,208296
13734,14547,207346
13734,14467,207671
13734,14494,210102
13734,14653,207614
13734,14782,209520
13734,14630,211129
13734,14893,210655
13734,14837,207407
14061,15584,213056
14061,14694,215859
14061,14710,213631
14061,14605,212109
14061,14847,212783
14061,15152,210016
14061,14920,210698
14061,14586,213883
14061,14671,210659
14061,14649,213843
14061,15097,212832
14061,14696,214125
14061,14802,212263
14061,14478,208447
14061,14814,213028
14061,14745,220797
14061,14888,212340
14061,14930,211954
14061,14802,211725
14061,14814,213473
14388,14677,213661
14388,15077,210874
14388,15174,214689
14388,15018,212585
14388,14687,213083
14388,14741,215200
14388,14818,218032
14388,14882,212977
14388,14826,211842
14388,14708,214879
14388,14685,215025
14388,15180,214379
14388,14739,214111
14388,14649,218684
14388,14900,216949
14388,14770,216082
14388,14691,213347
14388,14817,212812
14388,14708,211476
14388,15144,211745
14715,14739,209460
14715,14867,211588
14715,14990,212427
14715,14691,213939
14715,14602,213067
14715,14633,214017
14715,14675,217829
14715,15124,211928
14715,14735,212531
14715,14900,210602
14715,14806,211059
14715,14967,210894
14715,14752,213953
14715,14936,209700
14715,14829,214027
14715,14598,210969
14715,14584,213232
14715,14980,211497
14715,14797,210453
14715,14737,210729
15042,14704,211498
15042,19525,220296
15042,14918,212229
15042,15021,212621
15042,15015,211909
15042,14865,211633
15042,15164,210690
15042,14733,212173
15042,14499,212981
15042,14734,210947
15042,14642,212827
15042,14730,214010
15042,15037,213332
15042,14530,211575
15042,14640,210727
15042,14563,211930
15042,14960,211407
15042,14773,217417
15042,14944,214530
15042,14956,213110
15369,14649,208933
15369,14725,212729
15369,14494,212106
15369,14835,213362
15369,14644,211927
15369,15235,210802
15369,14659,212369
15369,14755,214142
15369,15082,213201
15369,14836,209055
15369,14658,210704
15369,15078,213567
15369,14720,220079
15369,14830,214603
15369,14577,213446
15369,14945,212603
15369,14892,214546
15369,14973,212956
15369,14815,213566
15369,14875,213980
15696,14694,215495
15696,14638,220571
15696,14723,214985
15696,14650,214757
15696,14952,215733
15696,14770,216251
15696,14686,213941
15696,14683,215750
15696,14746,225370
15696,14855,216857
15696,14794,217114
15696,14707,216653
15696,15070,217624
15696,14974,220317
15696,15091,212851
15696,14736,213876
15696,14600,214329
15696,14657,213683
15696,14781,215717
15696,14526,216952
16023,14634,213150
16023,14640,215116
16023,15103,213759
16023,15196,224267
16023,15013,215760
16023,14779,217474
16023,14860,218813
16023,14974,214588
16023,14686,212596
16023,14724,215395
16023,14642,216470
16023,14777,215306
16023,14808,214693
16023,14639,212368
16023,14893,215877
16023,15027,214857
16023,14584,213780
16023,14827,213402
16023,14789,250895
16023,14840,218517
16350,14775,214160
16350,15021,214906
16350,14884,214227
16350,14776,212047
16350,14728,214035
16350,14895,209660
16350,14814,213812
16350,14895,213858
16350,14721,213892
16350,14842,215273
16350,15015,214690
16350,15044,211876
16350,15019,212611
16350,14942,212031
16350,15396,211932
16350,14899,211997
16350,14664,216162
16350,14822,215022
16350,14987,212443
16350,15191,211038

Median Slopes Analysis
========

Model:
Time ~=    13.89
    + b        0
              µs

Min Squares Analysis
========

Data points distribution:
    b   mean µs  sigma µs       %
    0     13.76      0.07    0.5%
  327     13.81     0.062    0.4%
  654      13.7      0.08    0.5%
  981     13.95     0.138    0.9%
 1308     13.98     0.059    0.4%
 1635     13.92     0.051    0.3%
 1962     14.03     0.055    0.3%
 2289      14.1      0.07    0.4%
 2616      14.1     0.067    0.4%
 2943     14.07     0.074    0.5%
 3270     14.19     0.073    0.5%
 3597     14.13     0.075    0.5%
 3924     14.24     0.067    0.4%
 4251     14.19     0.055    0.3%
 4578     14.23     0.051    0.3%
 4905     14.17     0.056    0.3%
 5232     14.23     0.054    0.3%
 5559     14.29     0.065    0.4%
 5886     14.39     0.095    0.6%
 6213     14.29     0.068    0.4%
 6540     14.25     0.048    0.3%
 6867     14.26     0.064    0.4%
 7194     14.34     0.086    0.5%
 7521     14.28     0.046    0.3%
 7848     14.28     0.074    0.5%
 8175      14.3     0.052    0.3%
 8502     14.36     0.054    0.3%
 8829     14.34     0.052    0.3%
 9156     14.43     0.073    0.5%
 9483     14.48     0.086    0.5%
 9810     14.38     0.079    0.5%
10137     14.34     0.057    0.3%
10464     14.44     0.053    0.3%
10791     14.54     0.061    0.4%
11118     14.51     0.059    0.4%
11445     14.31     0.063    0.4%
11772      14.5     0.084    0.5%
12099     14.54     0.063    0.4%
12426     14.52     0.086    0.5%
12753     14.58     0.072    0.4%
13080     14.61     0.062    0.4%
13407     14.74     0.055    0.3%
13734     14.67      0.08    0.5%
14061     14.78     0.063    0.4%
14388     14.79     0.064    0.4%
14715     14.78     0.062    0.4%
15042     14.83     0.101    0.6%
15369     14.79     0.071    0.4%
15696     14.73     0.038    0.2%
16023     14.79     0.058    0.3%
16350     14.89     0.063    0.4%

Quality and confidence:
param     error
b             0

Model:
Time ~=    13.89
    + b        0
              µs

